Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,Location,Origin,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,Total Affected,Insured Damages ('000 US$),Total Damages ('000 US$)
,Natural,Climatological,Drought,Drought,,Bengal,,,Km2,,,,1900,,,1900,,,1250000,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,Kangra,,8,Richter,32.04,76.16,06:20,1905,4,4,1905,4,4,20000,,,,,25000
,Natural,Biological,Epidemic,Bacterial disease,Bubonic,,,,Vaccinated,,,,1907,,,1907,,,1300000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Cuddalore, Pondicherry",,,Kph,,,,1916,11,21,1916,11,21,300,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Bubonic,,,,Vaccinated,,,,1920,,,1920,,,2000000,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,,,,Vaccinated,,,,1920,,,1920,,,500000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Punjab province,,,Kph,,,,1924,9,23,1924,9,23,1242,,1000000,1000000,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,,,,Vaccinated,,,,1924,,,1924,,,300000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Bezwada, Masulipatam",,,Kph,,,,1925,5,10,1925,5,10,80,,,,,
,Natural,Hydrological,Flood,Riverine flood,,Bengal,,,Km2,,,,1926,7,19,1926,7,19,,,,,,
,Natural,Biological,Epidemic,Viral disease,,,,,Vaccinated,,,,1926,,,1926,,,423000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Gujarat, Ahmedabad, Baroda",,,Kph,,,,1927,7,23,1927,7,23,56,10,40000,40010,,
,Natural,Meteorological,Storm,Tropical cyclone,,Nellore,,,Kph,,,,1927,11,1,1927,11,1,629,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,,,,Kph,,,,1935,,,1935,,,60000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Guntur (Madras),,,Kph,,,,1936,10,28,1936,10,28,233,,,,,
,Natural,Climatological,Drought,Drought,,"Calcutta, Bengal region",,,Km2,,,,1942,,,1942,,,1500000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Orissa, West Bengal",,,Kph,,,,1942,10,14,1942,10,14,40000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Rajputana,,,Kph,,,,1943,7,24,1943,7,24,5000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Assam,,,Kph,,,,1944,6,14,1944,6,14,304,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Gujarat, Punjab",,,Kph,,,,1945,9,18,1945,9,18,,,,2000,,
,Natural,Hydrological,Landslide,Landslide,,Assam,,,,,,,1948,9,18,1948,9,18,500,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"East & West Godavari districts, Masulipatnam",,,Kph,,,,1949,10,27,1949,10,27,1000,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,Assam province,,9,Richter,28.5,96.5,19:39,1950,8,15,1950,8,15,1500,,,,,20000
,Natural,Hydrological,Flood,Riverine flood,,Saurashtra,,,Km2,,,,1950,7,11,1950,7,11,45,,25000,25000,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Tanjore, Tiruchi",,,Kph,,,,1952,11,26,1952,11,26,400,,1000000,1000000,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,,,,Â°C,,,,1953,6,,1953,6,,400,,,,,
,Natural,Hydrological,Landslide,Landslide,,,,,,,,,1954,2,,1954,2,,30,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Punjab,,,Kph,,,,1955,9,28,1955,9,28,1500,,,375000,,
,Natural,Meteorological,Storm,Tropical cyclone,,Tanjore,,,Kph,,,,1955,11,28,1955,11,28,500,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,"Anjar, Bhuj, Gandhidham, Kandla",,6,Richter,23,70,21:02,1956,7,21,1956,7,21,113,219,,219,,
,Natural,Hydrological,Landslide,Landslide,,,,,,,,,1956,10,,1956,10,,27,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Parganas, Midnapore (West Bengal)",,,Kph,,,,1956,5,29,1956,5,29,,,1000000,1000000,,
,Natural,Hydrological,Landslide,Landslide,,,,,,,,,1958,6,,1958,6,,52,,,,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,,,,Â°C,,,,1958,5,,1958,5,,651,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,,,,Â°C,,,,1961,12,,1961,12,,400,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,,,,Kph,,,,1963,4,,1963,4,,112,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Rameswaram,,,Kph,,,,1964,12,17,1964,12,17,500,,,,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,,,,Â°C,,,,1965,6,,1965,6,,100,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Madras state,,,Kph,,,,1966,11,3,1966,11,3,18,,150000,150000,,4200
,Natural,Geophysical,Earthquake,Ground movement,,"Maharashtra, Koynana",,7,Richter,17.412,73.885,04:21,1967,12,11,1967,12,11,177,2272,50000,52272,,400
,Natural,Meteorological,Storm,Tropical cyclone,,Orissa,,,Kph,,,,1967,10,8,1967,10,8,1000,,,,,
,Natural,Biological,Epidemic,Viral disease,,,,,Vaccinated,,,,1967,1,1,1967,1,1,3029,,13576,13576,,
,Natural,Hydrological,Flood,Flash flood,,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",,,Km2,,,,1968,7,,1968,7,,4892,,7500000,7500000,,94200
,Natural,Hydrological,Landslide,Landslide,,"Bihar, Bengal",,,,,,,1968,10,1,1968,10,1,1000,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Ramanathapurum, Thanjavur",,,Kph,,,,1968,12,4,1968,12,4,7,,15000,15000,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Guntur, Krishna, Godavari (Andhra Pradesh)",,,Kph,,,,1969,5,17,1969,5,17,600,,260000,260000,,8330
,Natural,Meteorological,Storm,Tropical cyclone,,Andhra Pradesh,,,Kph,,,,1969,11,4,1969,11,4,200,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,Broach,,5,Richter,21.7,73,07:22,1970,3,23,1970,3,23,26,200,,200,,
,Natural,Meteorological,Storm,Tropical cyclone,,"East coast, Orissa state",,,Kph,,,,1971,10,27,1971,10,27,9658,,4900000,6900000,,30000
,Natural,Meteorological,Storm,Tropical cyclone,,"Bihar, West Bengal",,,Kph,,,,1971,9,27,1971,9,27,60,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Andhra Pradesh, Orissa",,,Kph,,,,1972,9,10,1972,9,10,100,,4500000,4500000,,
,Natural,Meteorological,Storm,Tropical cyclone,,Madras City,,,Kph,,,,1972,12,1,1972,12,1,80,,30000,30000,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Uttar Pradesh, Bihar",,,Â°C,,,,1973,1,5,1973,1,5,115,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Bihar, Delhi",,,Â°C,,,,1973,12,23,1973,12,23,146,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"West Bengal, Madya Pradesh, Gujarat states",,,Kph,,,,1974,8,15,1974,8,15,20,100,,100,,
,Natural,Meteorological,Storm,Tropical cyclone,,Midnapore,,20,Kph,,,,1974,5,29,1974,5,29,,,25000,25000,,
,Natural,Geophysical,Earthquake,Ground movement,,"Kinnaur district, Kashmir; Himachal Pradesh",,7,Richter,32.455,78.43,13:32,1975,1,19,1975,1,19,47,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Madras city,,,Kph,,,,1975,11,24,1975,11,24,,,,2000,,
,Natural,Meteorological,Storm,Tropical cyclone,, Maharashtra (Coast),,,Kph,,,,1975,5,29,1975,5,29,,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Midnapore, Parganas districts (West Bengal), Balasore district (Orissa)",,,Kph,,,,1976,9,8,1976,9,8,40,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Madras/Nellore (Andhra Pradesh),,,Kph,,,,1976,11,22,1976,11,22,95,,300000,300000,,260000
,Natural,Meteorological,Storm,Tropical cyclone,,"Gujarat, Maharastra",,,Kph,,,,1976,5,29,1976,5,29,87,,250000,250000,,3378
,Natural,Meteorological,Storm,Tropical cyclone,,"Krishna District, near Masulipatnam (Andhra Pradesh)",,,Kph,,,,1976,11,3,1976,11,3,18,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Between Nellore and Kavali (Andhra Pradesh),,,Kph,,,,1976,11,15,1976,11,15,30,,50000,50000,,3378
,Natural,Meteorological,Storm,Tropical cyclone,,"Neil & Havelock Isl. (Little Andaman, South Andaman Sea areas)",,,Kph,,,,1976,12,29,1976,12,29,,,,,,
,Natural,Hydrological,Flood,Riverine flood,,Ganges region,,,Km2,,,,1977,8,,1977,8,,500,,1000000,1000000,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Tamil Nadu, Andhra Pradesh, Kerala",,,Kph,,,,1977,11,12,1977,11,12,14204,,9037400,14469800,,498535
,Natural,Meteorological,Storm,Tropical cyclone,,"North of Nellore district, South of Prakasam district (Andhra Pradesh)",,,Kph,,,,1977,10,27,1977,10,27,2,,10000,10000,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,,,,Vaccinated,,,,1977,1,1,1977,1,1,,,9091,9091,,
,Natural,Meteorological,Storm,Convective storm,,New Delhi,,,Kph,,,,1978,3,17,1978,3,17,26,700,,700,,
,Natural,Meteorological,Storm,Convective storm,,Orissa,,,Kph,,,,1978,4,16,1978,4,16,500,400,1000,1400,,
,Natural,Meteorological,Storm,Convective storm,,West Bengal,,,Kph,,,,1978,4,16,1978,4,16,100,,100,100,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,,,,Â°C,,,,1978,5,,1978,5,,150,,,,,
,Natural,Biological,Epidemic,Viral disease,Encephalitis,Tamil Nadu,,,Vaccinated,,,,1978,1,1,1978,1,1,45,,,,,
,Natural,Biological,Epidemic,Viral disease,,Uttar Pradesh,,,Vaccinated,,,,1978,6,,1978,6,,48,,1000,1000,,
,Natural,Hydrological,Flood,,,"Godavari, Vizagapatnam",,,Km2,,,,1928,10,19,1928,10,19,36,,,2000,,
,Natural,Meteorological,Storm,,,"Madras, Negapatam",,,Kph,,,,1935,11,13,1935,11,13,100,,,,,
,Natural,Meteorological,Storm,,,Madras,,,Kph,,,,1943,10,3,1943,10,3,,,30000,30000,,
,Natural,Meteorological,Storm,,,West,,,Kph,,,,1950,9,12,1950,9,12,90,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1950,6,,1950,6,,100,,,,,
,Natural,Meteorological,Storm,,,,,,Kph,,,,1952,9,,1952,9,,350,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1953,6,,1953,6,,80,,,,,
,Natural,Meteorological,Storm,,,,,,Kph,,,,1955,12,,1955,12,,120,,,,,
,Natural,Hydrological,Flood,,,"Gujarat, Saurashtra, Kutch",,,Km2,,,,1956,8,1,1956,8,1,,,,2000,,
,Natural,Hydrological,Flood,,,"Bihar, Uttar Pradesh",,,Km2,,,,1956,9,9,1956,9,9,100,,,75000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1956,10,,1956,10,,50,,,,,
,Natural,Hydrological,Flood,,,"Madya Pradesh, Uttar Pradesh",,,Km2,,,,1957,9,9,1957,9,9,42,,10000,10000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1957,9,,1957,9,,92,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1957,11,,1957,11,,53,,,,,
,Natural,Meteorological,Storm,,,Vishakhapatam,,,Kph,,,,1958,10,16,1958,10,16,,,20000,20000,,
,Natural,Hydrological,Flood,,,Madras city,,,Km2,,,,1958,11,15,1958,11,15,5,,5000,5000,,
,Natural,Hydrological,Flood,,,Kutch,,,Km2,,,,1959,7,4,1959,7,4,17,,13000,13000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1959,7,,1959,7,,104,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1959,9,,1959,9,,500,,,,,
,Natural,Hydrological,Flood,,,"Maduri, Madras City",,,Km2,,,,1960,11,10,1960,11,10,5,,160000,160000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1960,7,,1960,7,,30,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1960,8,,1960,8,,47,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1960,9,,1960,9,,155,,,,,
,Natural,Hydrological,Flood,,,North,,,Km2,,,,1961,7,,1961,7,,2000,,,,,
,Natural,Hydrological,Flood,,,"Central, West India",,,Km2,,,,1961,9,6,1961,9,6,,,,2000,,
,Natural,Hydrological,Flood,,,Uttar Pradesh,,,Km2,,,,1961,10,9,1961,10,9,57,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1961,10,,1961,10,,1000,,,,,
,Natural,Meteorological,Storm,,,"Punjab, Delhi, M.P.",,,Kph,,,,1962,9,16,1962,9,16,,,40000,40000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1962,8,,1962,8,,100,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1962,9,,1962,9,,73,,,,,
,Natural,Meteorological,Storm,,,"Orissa, Uttar Pradesh, Punjab",,,Kph,,,,1963,9,8,1963,9,8,200,,5000000,5000000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1963,7,,1963,7,,200,,,,,
,Natural,Climatological,Drought,Drought,,Mysore,,,Km2,,,,1964,8,,1964,,,,,166000,166000,,
,Natural,Climatological,Drought,Drought,,"Rajasthan, center",,,Km2,,,,1964,7,,1964,,,,,500000,500000,,
,Natural,Hydrological,Flood,,,"Assam, Bihar, Punjab",,,Km2,,,,1964,7,,1964,7,,145,,752210,752210,,
,Natural,Hydrological,Flood,,,Andhra Pradesh,,,Km2,,,,1964,10,,1964,10,,,,18400,18400,,500
,Natural,Hydrological,Flood,,,,,,Km2,,,,1964,9,,1964,9,,51,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1964,9,,1964,9,,36,,,,,
,Natural,Climatological,Drought,Drought,,Nationwide except south,,,Km2,,,,1965,,,1967,,,1500000,,100000000,100000000,,100000
,Natural,Hydrological,Flood,,,"Manipur, Assam",,,Km2,,,,1966,6,,1966,6,,47,,900000,900000,,1400
,Natural,Hydrological,Flood,,,"North, Central",,,Km2,,,,1967,9,5,1967,9,5,300,,1000000,1000000,,
,Natural,Hydrological,Flood,,,Assam,,,Km2,,,,1968,6,12,1968,6,12,,,1000000,1000000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1968,8,,1968,8,,1000,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1968,10,,1968,10,,560,,,,,
,Natural,Meteorological,Storm,,,Kannaman,,,Kph,,,,1969,7,22,1969,7,22,15,,92,92,,
,Natural,Meteorological,Storm,,,Madras City,,,Kph,,,,1969,10,21,1969,10,21,,,20000,20000,,
,Natural,Hydrological,Flood,,,"North-East, Western, North",,,Km2,,,,1970,7,,1970,7,,627,1000,10000000,10351000,,101200
,Natural,Meteorological,Storm,,,Madras city (Tamil Nadu),,,Kph,,,,1970,11,19,1970,11,19,,,,2000,,
,Natural,Hydrological,Flood,,,"Gujarat, Orissa states",,,Km2,,,,1970,9,2,1970,9,2,400,,,,,
,Natural,Hydrological,Flood,,,North,,,Km2,,,,1971,6,,1971,6,,1023,,,,,530000
,Natural,Hydrological,Flood,,,Uttar Pradesh,,,Km2,,,,1971,9,9,1971,9,9,300,,35000,35000,,
,Natural,Hydrological,Flood,,,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",,2600,Km2,,,,1971,6,,1971,6,,,,130000,130000,,
,Natural,Climatological,Drought,Drought,,Central,,,Km2,,,,1972,,,1973,,,,,200000000,200000000,,100000
,Natural,Meteorological,Storm,,,"Srinagar, Kashmir",,,Kph,,,,1972,10,21,1972,10,21,50,,75,75,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1974,6,,1974,6,,,,,,,
,Natural,Hydrological,Flood,,,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",,,Km2,,,,1974,7,2,1974,7,2,260,,,,,
,Natural,Hydrological,Flood,,,"Northwest, Bihar",,,Km2,,,,1975,7,,1975,7,,350,,27000000,34000000,,714259
,Natural,Meteorological,Storm,,,Eastern,,,Kph,,,,1975,8,,1975,8,,450,,,,,200000
,Natural,Meteorological,Storm,,,Bulandshar (Uttar Pradesh),,,Kph,,,,1975,9,,1975,9,,30,,,,,
,Natural,Meteorological,Storm,,,Gujarat,,,Kph,,,,1975,10,22,1975,10,22,21,,,,,
,Natural,Hydrological,Flood,,,Tamil Nadu,,,Km2,,,,1977,10,,1977,10,,60,,45000,45000,,
,Natural,Hydrological,Flood,,,"North, Northeast",,,Km2,,,,1978,7,,1978,7,,3800,,32000000,32000000,,165000
,Natural,Hydrological,Landslide,Landslide,, Northeastern,,,,,,,1978,11,5,1978,11,5,64,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Tamil Nadu, Kerala",,,Kph,,,,1978,11,3,1978,11,3,170,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,West Bengal,,,Vaccinated,,,,1978,10,,1978,10,,113,,,,,
,Natural,Biological,Epidemic,Viral disease,Encephalitis,Uttar Pradesh,,,Vaccinated,,,,1978,10,,1978,10,,2000,,,,,
,Natural,Hydrological,Flood,,,West Bengal,,,Km2,,,,1978,9,,1978,9,,810,,,,,1000
,Natural,Meteorological,Storm,,,,,,Kph,,,,1978,11,25,1978,11,25,15,,1000,1000,,
,Natural,Hydrological,Landslide,Landslide,,"Lahaul, Pangi",,,,,,,1979,3,,1979,3,,230,,5000,5000,,
,Natural,Hydrological,Landslide,Landslide,,Uttar Pradesh,,,,,,,1979,8,19,1979,8,19,42,12,100,112,,
,Natural,Meteorological,Storm,Tropical cyclone,,Andhra Pradesh,,,Kph,,,,1979,5,12,1979,5,12,594,,1605772,1605772,,12800
,Natural,Meteorological,Extreme temperature ,Heat wave,,Bihar,,,Â°C,,,,1979,5,,1979,5,,300,,,,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,Rajasthan,,,Â°C,,,,1979,7,,1979,7,,100,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,Bihar,,,Vaccinated,,,,1979,8,13,1979,8,13,215,,,,,
,Natural,Climatological,Drought,Drought,,,,,Km2,,,,1979,,,1979,,,,,10000000,10000000,,200000
,Natural,Hydrological,Flood,,,"North West, North, North East",,,Km2,,,,1979,7,,1979,7,,100,,1000000,1010000,,100000
,Natural,Hydrological,Flood,,,Assam,,,Km2,,,,1979,10,,1979,10,,13,,1000000,1000000,,
,Natural,Hydrological,Flood,,,Tamil Nadu,,,Km2,,,,1979,11,,1979,11,,140,,,,,
,Natural,Hydrological,Flood,,,"Uttar Pradesh, Bihar, West Bengal",,,Km2,,,,1979,8,25,1979,8,25,,,26000000,26000000,,
,Natural,Meteorological,Storm,Convective storm,,Uttar Pradesh,,,Kph,,,,1980,5,9,1980,5,9,125,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,Jammu (Kashmir),,6,Richter,32.913,75.633,03:06,1980,8,24,1980,8,24,13,40,,40,,
,Natural,Hydrological,Landslide,Landslide,,Uttar Pradesh,,,,,,,1980,6,25,1980,6,25,150,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Srikakulam, Visakhapatnam, East & West Godavari districts (Andhra Pradesh)",,,Kph,,,,1980,10,16,1980,10,16,28,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Tamil Nadu,,,Kph,,,,1980,12,3,1980,12,3,,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,Bihar,,,Â°C,,,,1980,1,,1980,1,,79,,,,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Bihar, Uttar Pradesh states",,40,Â°C,,,,1980,4,29,1980,4,29,50,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,Madhya Pradesh,,,Vaccinated,,,,1980,7,,1980,7,,390,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,Uttar Pradesh,,,Vaccinated,,,,1980,8,21,1980,8,21,250,,,,,
,Natural,Biological,Epidemic,Viral disease,Encephalitis,Northern,,,Vaccinated,,,,1980,9,,1980,9,,400,,,,,
,Natural,Hydrological,Flood,,,Assam,,,Km2,,,,1980,7,,1980,7,,,,50000,50000,,
,Natural,Hydrological,Flood,,,Gujarat,,,Km2,,,,1980,7,,1980,7,,11,,1000,1000,,
,Natural,Hydrological,Flood,,,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",,,Km2,,,,1980,8,,1980,8,,1600,23,30000000,30000023,,320000
,Natural,Hydrological,Flood,,,Orissa,,,Km2,,,,1980,9,,1980,9,,200,,2000000,2000000,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1980,7,,1980,7,,600,,,,,
,Natural,Meteorological,Storm,Convective storm,,Orissa,,,Kph,,,,1981,4,17,1981,4,17,120,,10000,10000,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Orissa, West Bengal",,,Kph,,,,1981,12,10,1981,12,10,200,,20000,20000,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Puri, Ganjam, Koraput, Kalhandi, Phulbani, Sundergarh districts (Orissa state)",,,Kph,,,,1981,8,7,1981,8,7,15,,101700,101700,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Orissa, West Bengal, Bihar Plateau, Andhra Pradesh, Telangana, East Madhya Pradesh",,,Kph,,,,1981,9,24,1981,9,24,,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,Northern,,,Â°C,,,,1981,1,,1981,1,,300,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1981,7,4,1981,7,4,553,,16000000,16000000,,250000
,Natural,Meteorological,Storm,,,Gujarat,,,Kph,,,,1981,11,1,1981,11,1,470,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,," Gujarat, Maharashtra",,,Kph,,,,1982,11,9,1982,11,9,500,,5000000,5000000,,625420
,Natural,Meteorological,Storm,Tropical cyclone,,Orissa state,,220,Kph,,,,1982,6,3,1982,6,3,244,493,300000,300493,,120000
,Natural,Meteorological,Extreme temperature ,Cold wave,,Northern,,,Â°C,,,,1982,12,,1982,12,,400,,,,,
,Natural,Biological,Epidemic,Viral disease,Encephalitis,West Bengal,,,Vaccinated,,,,1982,10,,1982,10,,118,,,,,
,Natural,Climatological,Drought,Drought,,"districts of Bhiwani, Gurgaon, Hisar, Mahendargarh, and Rohtak, Kerala, Tami Nadu, Rajasthan",,,Km2,,,,1982,6,,1983,,,,,100000000,100000000,,
,Natural,Hydrological,Flood,,,Northeast,,,Km2,,,,1982,8,,1982,8,,932,,33500000,33500000,,700000
,Natural,Hydrological,Flood,,,North-East region,,,Km2,,,,1982,6,,1982,6,,,,,,,
,Natural,Hydrological,Landslide,Landslide,,Sikkim,,,,,,,1983,9,,1983,9,,67,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,West Bengal,,,Kph,,,,1983,4,,1983,4,,76,1500,6000,7500,,
,Natural,Meteorological,Storm,Tropical cyclone,,Saurashtra coast (N-W. Gujarat),,,Kph,,,,1983,6,19,1983,6,19,551,,800000,800000,,56000
,Natural,Meteorological,Storm,Tropical cyclone,,"Andhra Pradesh, Orissa",,,Kph,,,,1983,10,3,1983,10,3,100,,700000,714000,,510000
,Natural,Meteorological,Storm,,,West Bengal,,,Kph,,,,1983,4,13,1983,4,13,24,300,35000,35300,,
,Natural,Meteorological,Storm,,,"Himachal Pradesh, Punjab",,,Kph,,,,1983,5,,1983,5,,31,,,,,25000
,Natural,Hydrological,Flood,,,"Upper Assama, Central Sikkim",,,Km2,,,,1983,7,,1983,7,,197,,250000,250000,,
,Natural,Hydrological,Flood,,,Central - Western,,,Km2,,,,1983,8,,1983,8,,130,,,,,
,Natural,Hydrological,Flood,,,Tamil Nadu,,,Km2,,,,1983,12,,1983,12,,58,,,,,
,Natural,Hydrological,Flood,,,,,,Km2,,,,1983,9,,1983,9,,400,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,Cachar district (Assam),,6,Richter,24.40 N,92.34 E,,1984,12,31,1984,12,31,20,100,800,10900,,
,Natural,Hydrological,Flood,Flash flood,,Ladakh area,,,Km2,,,,1984,8,16,1984,8,16,14,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Tamil Nadu state + Chittoor, Nellore districts (Andhra Pradesh state)",,,Kph,,,,1984,11,14,1984,11,14,524,,1300000,1300000,,35000
,Natural,Meteorological,Storm,Tropical cyclone,,"East Uttar Pradesh + Cuttack, Balasore districts (Orissa state) + Midnapore district (West Bengal)",,,Kph,,,,1984,10,13,1984,10,13,,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Ravalaseema, Kerala, Tamil Nadu",,,Kph,,,,1984,11,30,1984,11,30,,,35000,35000,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,Northeast,,,Â°C,,,,1984,12,,1984,12,,290,,,,,
,Natural,Climatological,Wildfire,Forest fire,,Jammu region,,,Km2,,,,1984,5,,1984,5,,,,,,,2000
,Natural,Biological,Epidemic,Bacterial disease,Cholera, Uttar Pradesh,,,Vaccinated,,,,1984,6,,1984,6,,60,,,,,
,Natural,Biological,Epidemic,Parasitic disease,Dysentery,W Bengal State,,,Vaccinated,,,,1984,5,,1984,5,,3290,,27000,27000,,
,Natural,Biological,Epidemic,Viral disease,,"Gujarat, Karnataka States",,,Vaccinated,,,,1984,5,,1984,5,,1160,,,,,
,Natural,Hydrological,Flood,,,North-East states,,,Km2,,,,1984,5,,1984,5,,245,,16000000,16000000,,90000
,Natural,Hydrological,Flood,,,"West Bengal, Uttar Pradesh, Assam, Bihar",,,Km2,,,,1984,6,25,1984,6,25,200,,3000000,3000000,,
,Natural,Hydrological,Flood,,,"W Bengal, Uttar Pradesh & Orissa",,,Km2,,,,1984,8,,1984,8,,245,,,,,
,Natural,Hydrological,Flood,,,North-East region,,,Km2,,,,1984,9,,1984,9,,36,,,,,
,Natural,Hydrological,Flood,Riverine flood,,"Uttar Pradesh, Bihar",,90000,Km2,,,,1985,9,,1985,9,,557,,152000,152000,,308000
,Natural,Hydrological,Flood,Riverine flood,,"Kerala, Assam, Bombay, Karnataka, Goa states",,254240,Km2,,,,1985,6,23,1985,6,23,95,,25000,25000,,
,Natural,Meteorological,Storm,Tropical cyclone,,Andhra Pradesh,,,Kph,,,,1985,10,10,1985,10,10,78,,5000,5000,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Bihar, Uttar Pradesh, Jammu and Kashmir, Gujarat",,,Â°C,,,,1985,12,26,1985,12,26,225,,,,,144000
,Natural,Meteorological,Extreme temperature ,Heat wave,,Bihar,,46,Â°C,,,,1985,6,6,1985,6,6,103,,,,,
,Natural,Biological,Epidemic,Bacterial disease,,"Delhi, Haryana, Uttar Pradesh, Rajasthan, Sikkim, Gujarat, Jammu and Kashmir, West Bengal, Chandigarh, Kerala, Orissa",,,Vaccinated,,,,1985,3,,1985,3,,799,,6133,6133,,
,Natural,Biological,Epidemic,Viral disease,,Western,,,Vaccinated,,,,1985,1,1,1985,1,1,55,,456,456,,
,Natural,Biological,Epidemic,Viral disease,Encaphalitis,Eastern Uttar Pradesh,,,Vaccinated,,,,1985,10,,1985,10,,1000,,,,,
